show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s4981,tv show,wild wild country,not given,united states,2018-03-16,1970-01-01 00:00:00.000002018,tv-ma,1 season,crime tv shows|docuseries
s4985,tv show,secret of the nile,not given,egypt,2018-03-15,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s4986,tv show,tabula rasa,not given,belgium,2018-03-15,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|tv dramas|tv mysteries
s4989,tv show,children of the whales,not given,japan,2018-03-13,1970-01-01 00:00:00.000002017,tv-14,1 season,anime series|international tv shows
s4993,tv show,collateral,not given,united kingdom,2018-03-09,1970-01-01 00:00:00.000002018,tv-ma,1 season,british tv shows|crime tv shows|international tv shows
s4995,tv show,bad guys: vile city,not given,south korea,2018-03-08,1970-01-01 00:00:00.000002018,tv-ma,1 season,crime tv shows|international tv shows|korean tv shows
s4998,tv show,borderliner,not given,norway,2018-03-06,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5005,tv show,21 thunder,not given,canada,2018-03-01,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5006,movie,adel karam: live from beirut,not given,united states,2018-03-01,1970-01-01 00:00:00.000002018,tv-ma,59 min,stand-up comedy
s5024,movie,derren brown: the push,not given,united kingdom,2018-02-27,1970-01-01 00:00:00.000002018,tv-ma,69 min,movies
s5027,tv show,best lover,not given,south korea,2018-02-23,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|romantic tv shows|tv comedies
s5028,tv show,marseille,not given,france,2018-02-23,1970-01-01 00:00:00.000002018,tv-ma,2 seasons,international tv shows|tv dramas|tv thrillers
s5030,tv show,seven seconds,not given,united states,2018-02-23,1970-01-01 00:00:00.000002018,tv-ma,1 season,crime tv shows|tv dramas
s5031,tv show,hitler's circle of evil,not given,united kingdom,2018-02-22,1970-01-01 00:00:00.000002017,tv-14,1 season,british tv shows|docuseries|international tv shows
s5033,tv show,the frankenstein chronicles,not given,united kingdom,2018-02-20,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,british tv shows|crime tv shows|international tv shows
s5036,tv show,dragons: race to the edge,not given,united states,2018-02-16,1970-01-01 00:00:00.000002018,tv-y7,6 seasons,kids' tv|tv action & adventure
s5037,tv show,everything sucks!,not given,united states,2018-02-16,1970-01-01 00:00:00.000002018,tv-14,1 season,tv comedies|tv dramas|teen tv shows
s5039,tv show,re:mind,not given,japan,2018-02-15,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|tv dramas|tv mysteries
s5047,tv show,valor,not given,united states,2018-02-06,1970-01-01 00:00:00.000002017,tv-14,1 season,tv action & adventure|tv dramas
s5049,tv show,coach snoop,not given,united states,2018-02-02,1970-01-01 00:00:00.000002018,tv-ma,1 season,docuseries|reality tv
s5053,movie,liberated: the new sexual revolution,not given,united states,2018-02-01,1970-01-01 00:00:00.000002017,tv-ma,86 min,documentaries
s5058,tv show,retribution,not given,united kingdom,2018-01-30,1970-01-01 00:00:00.000002016,tv-ma,1 season,british tv shows|crime tv shows|international tv shows
s5062,movie,mau nieto: viviendo sobrio… desde el bar,not given,mexico,2018-01-26,1970-01-01 00:00:00.000002018,tv-ma,57 min,stand-up comedy
s5064,tv show,the adventures of puss in boots,not given,united states,2018-01-26,1970-01-01 00:00:00.000002018,tv-y7,6 seasons,kids' tv|tv comedies
s5066,tv show,prison playbook,not given,south korea,2018-01-24,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|korean tv shows|tv comedies
s5070,tv show,the shannara chronicles,not given,united states,2018-01-22,1970-01-01 00:00:00.000002018,tv-ma,2 seasons,tv action & adventure|tv dramas|tv sci-fi & fantasy
s5071,tv show,love and hong kong,not given,japan,2018-01-20,1970-01-01 00:00:00.000002017,tv-pg,1 season,international tv shows|romantic tv shows|tv dramas
s5076,tv show,tiempos de guerra,not given,spain,2018-01-18,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|romantic tv shows|spanish-language tv shows
s5079,movie,katt williams: great america,not given,united states,2018-01-16,1970-01-01 00:00:00.000002018,tv-ma,60 min,stand-up comedy
s5083,tv show,disjointed,not given,united states,2018-01-12,1970-01-01 00:00:00.000002018,tv-ma,2 seasons,tv comedies
s5088,movie,alejandro riaño: especial de stand up,not given,colombia,2018-01-10,1970-01-01 00:00:00.000002018,tv-ma,60 min,stand-up comedy
s5091,tv show,episodes,not given,united kingdom,2018-01-06,1970-01-01 00:00:00.000002017,tv-ma,5 seasons,classic & cult tv|tv comedies
s5096,tv show,fullmetal alchemist,not given,japan,2018-01-01,1970-01-01 00:00:00.000002003,tv-14,1 season,anime series|international tv shows
s5098,tv show,lovesick,not given,united kingdom,2018-01-01,1970-01-01 00:00:00.000002018,tv-ma,3 seasons,british tv shows|international tv shows|romantic tv shows
s5099,tv show,pokémon: indigo league,not given,japan,2018-01-01,1970-01-01 00:00:00.000002000,tv-y7,1 season,anime series|kids' tv
s5100,tv show,the frozen dead,not given,france,2018-01-01,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5104,tv show,la mante,not given,france,2017-12-29,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5113,tv show,72 dangerous animals: latin america,not given,australia,2017-12-22,1970-01-01 00:00:00.000002017,tv-14,1 season,docuseries|international tv shows|science & nature tv
s5119,tv show,the indian detective,not given,canada,2017-12-19,1970-01-01 00:00:00.000002017,tv-14,1 season,crime tv shows|international tv shows|tv comedies
s5120,tv show,"hello, my twenties!",not given,south korea,2017-12-18,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,international tv shows|korean tv shows|romantic tv shows
s5126,tv show,wormwood,not given,united states,2017-12-15,1970-01-01 00:00:00.000002017,tv-14,1 season,crime tv shows|docuseries
s5127,tv show,halt and catch fire,not given,united states,2017-12-14,1970-01-01 00:00:00.000002017,tv-14,4 seasons,tv dramas
s5139,tv show,all hail king julien,not given,united states,2017-12-01,1970-01-01 00:00:00.000002017,tv-y7,5 seasons,kids' tv|tv comedies
s5140,tv show,dhia sofea,not given,malaysia,2017-12-01,1970-01-01 00:00:00.000002015,tv-14,1 season,international tv shows|tv dramas
s5141,movie,dreamworks home: for the holidays,not given,united states,2017-12-01,1970-01-01 00:00:00.000002017,tv-y,46 min,children & family movies|comedies|music & musicals
s5142,tv show,kantaro: the sweet tooth salaryman,not given,japan,2017-12-01,1970-01-01 00:00:00.000002017,tv-pg,1 season,international tv shows|tv comedies
s5148,tv show,turn: washington's spies,not given,united states,2017-12-01,1970-01-01 00:00:00.000002017,tv-14,4 seasons,tv dramas
s5150,tv show,man down,not given,united kingdom,2017-11-30,1970-01-01 00:00:00.000002017,tv-ma,4 seasons,british tv shows|international tv shows|tv comedies
s5151,tv show,broadchurch,not given,united kingdom,2017-11-27,1970-01-01 00:00:00.000002017,tv-ma,3 seasons,british tv shows|crime tv shows|international tv shows
s5155,tv show,the many faces of ito,not given,japan,2017-11-24,1970-01-01 00:00:00.000002017,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s5158,tv show,argon,not given,south korea,2017-11-22,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|korean tv shows|tv dramas
s5160,tv show,godless,not given,united states,2017-11-22,1970-01-01 00:00:00.000002017,tv-ma,1 season,tv dramas
s5166,tv show,longmire,not given,united states,2017-11-17,1970-01-01 00:00:00.000002017,tv-ma,6 seasons,crime tv shows|tv dramas
s5167,tv show,luna petunia,not given,united states,2017-11-17,1970-01-01 00:00:00.000002017,tv-y,3 seasons,kids' tv
s5169,tv show,shot in the dark,not given,united states,2017-11-17,1970-01-01 00:00:00.000002017,tv-ma,1 season,reality tv
s5170,tv show,the irregular at magic high school,not given,japan,2017-11-15,1970-01-01 00:00:00.000002014,tv-14,1 season,anime series|international tv shows|teen tv shows
s5171,tv show,the method,not given,russia,2017-11-15,1970-01-01 00:00:00.000002015,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5174,tv show,blazing transfer students,not given,japan,2017-11-10,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|tv action & adventure|tv comedies
s5176,tv show,lady dynamite,not given,united states,2017-11-10,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,tv comedies
s5179,tv show,fate/apocrypha,not given,japan,2017-11-07,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,anime series|international tv shows
s5181,tv show,project mc²,not given,united states,2017-11-07,1970-01-01 00:00:00.000002017,tv-g,6 seasons,kids' tv
s5186,tv show,alias grace,not given,canada,2017-11-03,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5196,tv show,together,not given,singapore,2017-11-01,1970-01-01 00:00:00.000002009,tv-14,1 season,international tv shows|tv dramas
s5201,tv show,beyond stranger things,not given,united states,2017-10-27,1970-01-01 00:00:00.000002017,tv-14,1 season,stand-up comedy & talk shows|tv mysteries|tv sci-fi & fantasy
s5206,tv show,the mist,not given,canada,2017-10-24,1970-01-01 00:00:00.000002017,tv-ma,1 season,tv dramas|tv horror|tv mysteries
s5207,tv show,w1a,not given,united kingdom,2017-10-24,1970-01-01 00:00:00.000002017,tv-ma,3 seasons,british tv shows|tv comedies
s5209,tv show,haters back off,not given,united states,2017-10-20,1970-01-01 00:00:00.000002017,tv-pg,2 seasons,tv comedies|teen tv shows
s5211,tv show,the day i met el chapo,not given,united states,2017-10-20,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|docuseries|international tv shows
s5220,tv show,seven and me,not given,france,2017-10-15,1970-01-01 00:00:00.000002017,tv-y,1 season,kids' tv
s5222,tv show,west coast customs,not given,united states,2017-10-15,1970-01-01 00:00:00.000002015,tv-g,6 seasons,docuseries|reality tv
s5232,tv show,id-0,not given,japan,2017-10-06,1970-01-01 00:00:00.000002017,tv-pg,1 season,anime series|international tv shows
s5233,tv show,kibaoh klashers,not given,china,2017-10-06,1970-01-01 00:00:00.000002017,tv-y7,2 seasons,kids' tv
s5237,tv show,beyblade burst,not given,japan,2017-10-01,1970-01-01 00:00:00.000002016,tv-y7,1 season,anime series|kids' tv
s5238,tv show,equestria girls: tales of canterlot high,not given,united states,2017-10-01,1970-01-01 00:00:00.000002017,tv-y7,1 season,kids' tv|tv comedies
s5244,tv show,noddy toyland detective,not given,france,2017-10-01,1970-01-01 00:00:00.000002016,tv-y,2 seasons,kids' tv
s5245,tv show,star trek: enterprise,not given,united states,2017-10-01,1970-01-01 00:00:00.000002004,tv-14,4 seasons,classic & cult tv|tv action & adventure|tv sci-fi & fantasy
s5246,tv show,star trek: voyager,not given,united states,2017-10-01,1970-01-01 00:00:00.000002000,tv-pg,7 seasons,tv action & adventure|tv sci-fi & fantasy
s5247,tv show,sudden,not given,singapore,2017-10-01,1970-01-01 00:00:00.000002013,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s5248,tv show,the dream catchers,not given,singapore,2017-10-01,1970-01-01 00:00:00.000002009,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s5251,tv show,what she put on the table,not given,taiwan,2017-10-01,1970-01-01 00:00:00.000002017,tv-14,1 season,international tv shows|tv dramas
s5252,tv show,the royal house of windsor,not given,united kingdom,2017-09-30,1970-01-01 00:00:00.000002017,tv-ma,1 season,british tv shows|docuseries|international tv shows
s5258,tv show,paul hollywood's big continental road trip,not given,united kingdom,2017-09-29,1970-01-01 00:00:00.000002017,tv-14,1 season,british tv shows|docuseries|international tv shows
s5259,tv show,real rob,not given,united states,2017-09-29,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,tv comedies
s5263,tv show,terrace house: aloha state,not given,united states,2017-09-26,1970-01-01 00:00:00.000002017,tv-14,4 seasons,international tv shows|reality tv
s5264,tv show,dark matter,not given,canada,2017-09-25,1970-01-01 00:00:00.000002017,tv-14,3 seasons,tv sci-fi & fantasy|tv thrillers
s5273,tv show,veggietales in the city,not given,united states,2017-09-15,1970-01-01 00:00:00.000002017,tv-y,2 seasons,kids' tv
s5275,tv show,offspring,not given,australia,2017-09-13,1970-01-01 00:00:00.000002017,tv-ma,7 seasons,tv comedies|tv dramas
s5279,tv show,apaches,not given,spain,2017-09-08,1970-01-01 00:00:00.000002016,tv-ma,1 season,crime tv shows|international tv shows|spanish-language tv shows
s5281,tv show,fire chasers,not given,united states,2017-09-08,1970-01-01 00:00:00.000002017,tv-ma,1 season,docuseries|science & nature tv
s5243,tv show,justice in the city,not given,pakistan,2017-10-01,1970-01-01 00:00:00.000002012,tv-14,1 season,international tv shows|tv dramas
s5285,tv show,no tomorrow,not given,united states,2017-09-05,1970-01-01 00:00:00.000002016,tv-pg,1 season,romantic tv shows|tv comedies|tv dramas
s5286,tv show,reign,not given,united states,2017-09-05,1970-01-01 00:00:00.000002017,tv-14,4 seasons,tv dramas
s5287,tv show,frequency,not given,united states,2017-09-04,1970-01-01 00:00:00.000002016,tv-14,1 season,crime tv shows|tv dramas|tv mysteries
s5288,tv show,the vampire diaries,not given,united states,2017-09-04,1970-01-01 00:00:00.000002016,tv-14,8 seasons,tv dramas|tv mysteries|tv sci-fi & fantasy
s5289,tv show,a boy name flora a,not given,taiwan,2017-09-01,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|tv comedies|tv dramas
s5290,tv show,a house of blocks,not given,taiwan,2017-09-01,1970-01-01 00:00:00.000002017,tv-pg,1 season,international tv shows|tv dramas|tv horror
s5296,movie,chadi jawani budhe nu,not given,india,2017-09-01,1970-01-01 00:00:00.000001976,tv-pg,135 min,comedies|international movies|romantic movies
s5298,tv show,final fantasy xiv dad of light,not given,japan,2017-09-01,1970-01-01 00:00:00.000002017,tv-pg,1 season,international tv shows|tv dramas
s5299,tv show,gurren lagann,not given,japan,2017-09-01,1970-01-01 00:00:00.000002007,tv-14,1 season,anime series|international tv shows
s5300,tv show,high risk,not given,united states,2017-09-01,1970-01-01 00:00:00.000001988,tv-pg,1 season,docuseries|reality tv
s5302,tv show,lego elves: secrets of elvendale,not given,united states,2017-09-01,1970-01-01 00:00:00.000002017,tv-y7,1 season,kids' tv
s5306,tv show,narcos,not given,united states,2017-09-01,1970-01-01 00:00:00.000002017,tv-ma,3 seasons,crime tv shows|tv action & adventure|tv dramas
s5321,tv show,dinotrux,not given,united states,2017-08-18,1970-01-01 00:00:00.000002017,tv-y7,5 seasons,kids' tv
s5322,tv show,marvel's the defenders,not given,united states,2017-08-18,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|tv action & adventure|tv dramas
s5325,tv show,20 minutes,not given,turkey,2017-08-15,1970-01-01 00:00:00.000002013,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5328,tv show,million yen women,not given,japan,2017-08-15,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5346,tv show,wet hot american summer: ten years later,not given,united states,2017-08-04,1970-01-01 00:00:00.000002017,tv-ma,1 season,tv comedies
s5348,tv show,bountiful blessings,not given,singapore,2017-08-01,1970-01-01 00:00:00.000002011,tv-14,1 season,international tv shows|tv dramas|tv sci-fi & fantasy
s5349,tv show,close your eyes before it’s dark,not given,taiwan,2017-08-01,1970-01-01 00:00:00.000002016,tv-14,1 season,crime tv shows|international tv shows|tv dramas
s5350,tv show,entangled,not given,south korea,2017-08-01,1970-01-01 00:00:00.000002014,tv-14,1 season,international tv shows|tv dramas
s5351,tv show,fartsa,not given,russia,2017-08-01,1970-01-01 00:00:00.000002015,tv-14,1 season,crime tv shows|international tv shows|tv dramas
s5355,tv show,life plan a and b,not given,taiwan,2017-08-01,1970-01-01 00:00:00.000002016,tv-pg,1 season,international tv shows|romantic tv shows|tv dramas
s5356,tv show,locust,not given,russia,2017-08-01,1970-01-01 00:00:00.000002014,tv-ma,1 season,crime tv shows|international tv shows|romantic tv shows
s5363,tv show,the in-laws,not given,singapore,2017-08-01,1970-01-01 00:00:00.000002011,tv-14,1 season,international tv shows|tv dramas
s5364,tv show,the it crowd,not given,united kingdom,2017-08-01,1970-01-01 00:00:00.000002013,tv-ma,5 seasons,british tv shows|classic & cult tv|international tv shows
s5366,tv show,vexed,not given,united kingdom,2017-08-01,1970-01-01 00:00:00.000002012,tv-ma,2 seasons,british tv shows|crime tv shows|international tv shows
s5367,tv show,world war ii in colour,not given,united kingdom,2017-08-01,1970-01-01 00:00:00.000002009,tv-ma,1 season,british tv shows|docuseries|international tv shows
s5381,tv show,dawn of the croods,not given,united states,2017-07-07,1970-01-01 00:00:00.000002017,tv-y7,4 seasons,kids' tv
s5383,tv show,diamond lover,not given,china,2017-07-07,1970-01-01 00:00:00.000002015,tv-pg,1 season,international tv shows|romantic tv shows|tv dramas
s5384,tv show,king’s war,not given,china,2017-07-07,1970-01-01 00:00:00.000002012,tv-14,1 season,international tv shows|tv dramas
s5385,tv show,qin empire: alliance,not given,china,2017-07-07,1970-01-01 00:00:00.000002012,tv-14,1 season,international tv shows|tv dramas
s5387,tv show,the legend of bruce lee,not given,china,2017-07-07,1970-01-01 00:00:00.000002008,tv-14,1 season,international tv shows|tv action & adventure|tv dramas
s5391,tv show,against the tide,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002014,tv-14,1 season,crime tv shows|international tv shows|tv dramas
s5393,tv show,barbie life in the dreamhouse,not given,united states,2017-07-01,1970-01-01 00:00:00.000002012,tv-y,1 season,kids' tv|tv comedies
s5353,tv show,"have you ever fallen in love, miss jiang?",not given,pakistan,2017-08-01,1970-01-01 00:00:00.000002016,tv-14,1 season,crime tv shows|international tv shows|tv dramas
s5396,tv show,intersection,not given,turkey,2017-07-01,1970-01-01 00:00:00.000002016,tv-ma,3 seasons,international tv shows|romantic tv shows|tv dramas
s5398,tv show,learning songs by little baby bum: nursery rhyme friends,not given,united kingdom,2017-07-01,1970-01-01 00:00:00.000002015,tv-y,1 season,british tv shows|kids' tv
s5400,tv show,mystic whispers,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002014,tv-14,1 season,international tv shows|tv dramas|tv horror
s5404,tv show,the oath,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002011,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s5405,tv show,the truth seekers,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002016,tv-ma,1 season,crime tv shows|international tv shows|tv dramas
s5406,tv show,the ultimatum,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002009,tv-14,1 season,international tv shows|tv dramas
s5407,tv show,unriddle,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002012,tv-14,2 seasons,crime tv shows|international tv shows|tv dramas
s5408,tv show,world at your feet,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002014,tv-14,1 season,international tv shows|tv dramas
s5410,tv show,yes we can!,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002014,tv-14,1 season,international tv shows|tv dramas
s5411,tv show,yours fatefully,not given,singapore,2017-07-01,1970-01-01 00:00:00.000002012,tv-14,1 season,international tv shows|romantic tv shows|tv comedies
s5413,tv show,criminal minds,not given,united states,2017-06-30,1970-01-01 00:00:00.000002017,tv-14,12 seasons,crime tv shows|tv dramas|tv mysteries
s5414,tv show,gypsy,not given,united states,2017-06-30,1970-01-01 00:00:00.000002017,tv-ma,1 season,tv dramas
s5415,tv show,little witch academia,not given,japan,2017-06-30,1970-01-01 00:00:00.000002017,tv-y7,2 seasons,anime series|international tv shows
s5422,tv show,young & hungry,not given,united states,2017-06-21,1970-01-01 00:00:00.000002017,tv-14,5 seasons,tv comedies
s5423,tv show,pac-man and the ghostly adventures,not given,united states,2017-06-20,1970-01-01 00:00:00.000002014,tv-y7,2 seasons,kids' tv|tv comedies
s5426,tv show,aquarius,not given,united states,2017-06-16,1970-01-01 00:00:00.000002016,tv-ma,2 seasons,crime tv shows|tv dramas
s5434,tv show,28 moons,not given,south korea,2017-06-10,1970-01-01 00:00:00.000002016,tv-pg,1 season,international tv shows|korean tv shows|romantic tv shows
s5435,tv show,magic phone,not given,south korea,2017-06-10,1970-01-01 00:00:00.000002016,tv-pg,1 season,international tv shows|korean tv shows|romantic tv shows
s5437,tv show,my little baby,not given,south korea,2017-06-10,1970-01-01 00:00:00.000002016,tv-pg,1 season,crime tv shows|international tv shows|korean tv shows
s5402,tv show,spice up,not given,pakistan,2017-07-01,1970-01-01 00:00:00.000002014,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s5438,tv show,singles villa,not given,china,2017-06-10,1970-01-01 00:00:00.000002015,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s5439,tv show,under the black moonlight,not given,south korea,2017-06-10,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|korean tv shows|tv dramas
s5440,tv show,my only love song,not given,south korea,2017-06-09,1970-01-01 00:00:00.000002017,tv-ma,1 season,international tv shows|korean tv shows|romantic tv shows
s5445,tv show,crashing,not given,united kingdom,2017-06-02,1970-01-01 00:00:00.000002016,tv-ma,1 season,british tv shows|international tv shows|romantic tv shows
s5446,tv show,flaked,not given,united states,2017-06-02,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,tv comedies|tv dramas
s5458,tv show,mind game,not given,singapore,2017-06-01,1970-01-01 00:00:00.000002015,tv-14,1 season,crime tv shows|international tv shows|tv dramas
s5460,tv show,off camera,not given,united states,2017-06-01,1970-01-01 00:00:00.000002015,tv-ma,3 seasons,stand-up comedy & talk shows
s5465,tv show,the day will come,not given,denmark,2017-06-01,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|tv dramas
s5466,tv show,the dream job,not given,singapore,2017-06-01,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|tv dramas
s5471,tv show,bloodline,not given,united states,2017-05-26,1970-01-01 00:00:00.000002017,tv-ma,3 seasons,tv dramas|tv mysteries|tv thrillers
s5478,tv show,highland: thailand's marijuana awakening,not given,thailand,2017-05-19,1970-01-01 00:00:00.000002017,tv-ma,1 season,docuseries|international tv shows
s5480,tv show,the keepers,not given,united states,2017-05-19,1970-01-01 00:00:00.000002017,tv-ma,1 season,crime tv shows|docuseries|tv mysteries
s5510,tv show,jumping girl,not given,south korea,2017-04-28,1970-01-01 00:00:00.000002015,tv-14,1 season,international tv shows|korean tv shows|romantic tv shows
s5511,tv show,president,not given,south korea,2017-04-28,1970-01-01 00:00:00.000002010,tv-14,1 season,international tv shows|korean tv shows|tv dramas
s5514,tv show,what in the world happened?,not given,south korea,2017-04-28,1970-01-01 00:00:00.000002015,tv-14,1 season,international tv shows|korean tv shows|romantic tv shows
s5515,tv show,mar de plástico,not given,spain,2017-04-27,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,crime tv shows|international tv shows|spanish-language tv shows
s5520,tv show,fangbone,not given,canada,2017-04-22,1970-01-01 00:00:00.000002016,tv-y7,1 season,kids' tv|tv comedies
s5521,tv show,girlboss,not given,united states,2017-04-21,1970-01-01 00:00:00.000002017,tv-ma,1 season,tv comedies
s5459,tv show,miniforce,not given,pakistan,2017-06-01,1970-01-01 00:00:00.000002016,tv-y7,1 season,kids' tv|korean tv shows
s5489,tv show,all hail king julien: exiled,not given,pakistan,2017-05-12,1970-01-01 00:00:00.000002017,tv-y7,1 season,kids' tv|tv action & adventure|tv comedies
s5524,tv show,the mr. peabody and sherman show,not given,united states,2017-04-21,1970-01-01 00:00:00.000002017,tv-y7,4 seasons,kids' tv|tv comedies
s5538,tv show,the miracle,not given,south korea,2017-04-10,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|korean tv shows|tv dramas
s5539,tv show,the get down,not given,united states,2017-04-07,1970-01-01 00:00:00.000002017,tv-ma,2 seasons,tv dramas
s5543,tv show,burned cocoon,not given,turkey,2017-04-01,1970-01-01 00:00:00.000002005,tv-ma,1 season,international tv shows|tv dramas
s5554,movie,bridget christie: stand up for her,not given,united kingdom,2017-03-31,1970-01-01 00:00:00.000002016,tv-ma,51 min,stand-up comedy
s5559,tv show,bottersnikes & gumbles,not given,united states,2017-03-24,1970-01-01 00:00:00.000002017,tv-y7,2 seasons,british tv shows|kids' tv
s5564,tv show,one-punch man,not given,japan,2017-03-20,1970-01-01 00:00:00.000002015,tv-14,1 season,anime series|crime tv shows|international tv shows
s5567,tv show,julie's greenroom,not given,united states,2017-03-17,1970-01-01 00:00:00.000002017,tv-y,1 season,kids' tv
s5568,tv show,outback truckers,not given,australia,2017-03-17,1970-01-01 00:00:00.000002015,tv-ma,3 seasons,reality tv
s5570,tv show,samurai gourmet,not given,japan,2017-03-17,1970-01-01 00:00:00.000002017,tv-pg,1 season,international tv shows|tv dramas
s5576,tv show,cheer squad,not given,united states,2017-03-14,1970-01-01 00:00:00.000002016,tv-pg,1 season,reality tv|teen tv shows
s5579,tv show,buddy thunderstruck,not given,united states,2017-03-10,1970-01-01 00:00:00.000002017,tv-y7,1 season,kids' tv|tv comedies
s5581,tv show,one more time,not given,south korea,2017-03-10,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|korean tv shows|romantic tv shows
s5584,tv show,love is in the air,not given,united kingdom,2017-03-01,1970-01-01 00:00:00.000002010,tv-14,1 season,international tv shows|tv dramas
s5586,tv show,tong: memories,not given,south korea,2017-03-01,1970-01-01 00:00:00.000002016,tv-ma,1 season,international tv shows|korean tv shows|tv action & adventure
s5592,tv show,legend quest,not given,mexico,2017-02-24,1970-01-01 00:00:00.000002017,tv-y7,1 season,kids' tv
s5593,tv show,the sound of your heart,not given,south korea,2017-02-24,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|korean tv shows|tv comedies
s5594,tv show,love me as i am,not given,turkey,2017-02-22,1970-01-01 00:00:00.000002015,tv-pg,3 seasons,international tv shows|romantic tv shows|tv comedies
s5599,tv show,love for ten: generation of youth,not given,south korea,2017-02-17,1970-01-01 00:00:00.000002013,tv-14,1 season,international tv shows|korean tv shows|romantic tv shows
s5602,tv show,nightmare high,not given,south korea,2017-02-15,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|korean tv shows|tv dramas
s5604,tv show,spark,not given,south korea,2017-02-15,1970-01-01 00:00:00.000002016,tv-pg,1 season,international tv shows|korean tv shows|romantic tv shows
s5609,tv show,white nights,not given,south korea,2017-02-14,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|korean tv shows|tv dramas
s5610,tv show,cyborg 009: call of justice,not given,japan,2017-02-10,1970-01-01 00:00:00.000002017,tv-14,1 season,anime series|international tv shows
s5612,movie,grillo vs grillo,not given,italy,2017-02-10,1970-01-01 00:00:00.000002017,tv-ma,96 min,stand-up comedy
s5641,tv show,we're lalaloopsy,not given,united states,2017-01-10,1970-01-01 00:00:00.000002017,tv-y,1 season,kids' tv|tv comedies
s5651,tv show,star trek: deep space nine,not given,united states,2017-01-01,1970-01-01 00:00:00.000001999,tv-14,7 seasons,tv action & adventure|tv sci-fi & fantasy
s5654,tv show,my runway,not given,south korea,2016-12-30,1970-01-01 00:00:00.000002016,tv-14,1 season,international tv shows|korean tv shows|romantic tv shows
s5655,tv show,ajin: demi-human,not given,japan,2016-12-27,1970-01-01 00:00:00.000002016,tv-ma,2 seasons,anime series|international tv shows
s5656,tv show,chasing cameron,not given,united states,2016-12-27,1970-01-01 00:00:00.000002016,tv-14,1 season,reality tv|teen tv shows
s5659,tv show,sense8,not given,united states,2016-12-23,1970-01-01 00:00:00.000002018,tv-ma,2 seasons,crime tv shows|tv dramas|tv mysteries
s5663,tv show,crazyhead,not given,united kingdom,2016-12-16,1970-01-01 00:00:00.000002016,tv-ma,1 season,british tv shows|international tv shows|tv comedies
